Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Price,Earnings,Earnings,cape,tr_cape
1933.07,11.23,0.47,0.43,13.1,1933.54,3.22,216.04,8.95,5962.68,8.22,226.99,13.75,18.66
1933.08,10.67,0.46,0.43,13.2,1933.62,3.2,203.72,8.78,5642.62,8.21,227.4,13,17.65
1933.09,10.58,0.46,0.43,13.2,1933.71,3.18,202,8.69,5615.08,8.26,229.54,12.92,17.55
1933.10,9.55,0.45,0.44,13.2,1933.79,3.17,182.33,8.59,5088.33,8.31,231.77,11.7,15.9
1933.11,9.78,0.45,0.44,13.2,1933.87,3.15,186.72,8.5,5230.64,8.35,233.99,12.01,16.33
1933.12,9.97,0.44,0.44,13.2,1933.96,3.14,190.35,8.4,5351.87,8.4,236.19,12.28,16.71
1934.01,10.54,0.44,0.44,13.2,1934.04,3.12,201.23,8.42,5677.56,8.48,239.28,13.03,17.72
1934.02,11.32,0.44,0.45,13.3,1934.12,3.09,214.5,8.37,6071.55,8.49,240.45,13.93,18.95
1934.03,10.74,0.44,0.45,13.3,1934.21,3.07,203.51,8.38,5780.24,8.57,243.53,13.25,18.04
1934.04,10.92,0.44,0.46,13.3,1934.29,3.04,206.92,8.4,5897,8.65,246.63,13.52,18.4
1934.05,9.81,0.44,0.46,13.3,1934.37,3.01,185.89,8.42,5317.57,8.73,249.78,12.18,16.58
1934.06,9.94,0.45,0.47,13.4,1934.46,2.98,186.95,8.37,5367.78,8.75,251.11,12.29,16.73
1934.07,9.47,0.45,0.47,13.4,1934.54,2.96,178.11,8.38,5134.03,8.82,254.37,11.74,16
1934.08,9.1,0.45,0.47,13.4,1934.62,2.93,171.15,8.4,4953.62,8.9,257.64,11.32,15.43
1934.09,8.88,0.45,0.48,13.6,1934.71,2.9,164.55,8.29,4782.78,8.85,257.18,10.91,14.89
1934.10,8.95,0.45,0.48,13.5,1934.79,2.87,167.08,8.37,4876.46,8.99,262.46,11.11,15.17
1934.11,9.2,0.45,0.49,13.5,1934.87,2.85,171.75,8.39,5033.07,9.07,265.77,11.45,15.65
1934.12,9.26,0.45,0.49,13.4,1934.96,2.82,174.16,8.46,5124.37,9.22,271.16,11.64,15.92
1935.01,9.26,0.45,0.57,13.6,1935.04,2.79,171.6,8.34,5069.46,10.56,312.05,11.5,15.73
1935.02,8.98,0.45,0.65,13.7,1935.12,2.78,165.19,8.28,4900.66,11.96,354.73,11.09,15.18
1935.03,8.41,0.45,0.73,13.7,1935.21,2.77,154.71,8.28,4610.06,13.43,400.16,10.4,14.24
1935.04,9.04,0.45,0.76,13.8,1935.29,2.76,165.09,8.16,4939.75,13.82,413.47,11.1,15.2
1935.05,9.75,0.44,0.78,13.8,1935.37,2.74,178.06,8.1,5347.91,14.31,429.66,11.99,16.4
1935.06,10.12,0.44,0.81,13.7,1935.46,2.73,186.16,8.09,5611.63,14.9,449.15,12.54,17.14
1935.07,10.65,0.44,0.79,13.7,1935.54,2.72,195.91,8.09,5925.85,14.59,441.42,13.2,18.02
1935.08,11.37,0.44,0.78,13.7,1935.62,2.71,209.16,8.09,6346.87,14.29,433.55,14.11,19.22
1935.09,11.61,0.44,0.76,13.7,1935.71,2.7,213.57,8.09,6501.31,13.98,425.58,14.42,19.62
1935.10,11.92,0.45,0.76,13.7,1935.79,2.69,219.27,8.28,6695.9,13.98,426.92,14.83,20.14
1935.11,13.04,0.46,0.76,13.8,1935.87,2.67,238.14,8.4,7293.35,13.88,425.07,16.13,21.87
1935.12,13.04,0.47,0.76,13.8,1935.96,2.66,238.14,8.58,7315.25,13.88,426.35,16.16,21.87
1936.01,13.76,0.48,0.77,13.8,1936.04,2.65,251.29,8.77,7741.6,14.06,433.21,17.09,23.08
1936.02,14.55,0.49,0.78,13.8,1936.12,2.65,265.72,8.95,8209.04,14.24,440.07,18.1,24.41
1936.03,14.86,0.5,0.79,13.7,1936.21,2.66,273.36,9.2,8468.82,14.53,450.23,18.66,25.1
1936.04,14.88,0.52,0.82,13.7,1936.29,2.66,273.73,9.5,8504.75,15.08,468.68,18.72,25.13
1936.05,14.09,0.53,0.85,13.7,1936.37,2.66,259.19,9.81,8078.63,15.64,487.36,17.75,23.79
1936.06,14.69,0.55,0.88,13.8,1936.46,2.66,268.27,10.04,8387.7,16.07,502.46,18.39,24.6
1936.07,15.56,0.57,0.9,13.9,1936.54,2.67,282.12,10.33,8847.46,16.32,511.74,19.36,25.84
1936.08,15.87,0.59,0.92,14,1936.62,2.67,285.68,10.62,8987.03,16.56,520.99,19.62,26.13
1936.09,16.05,0.61,0.94,14,1936.71,2.67,288.92,10.98,9117.75,16.92,534,19.86,26.4
1936.10,16.89,0.65,0.97,14,1936.79,2.67,304.04,11.64,9625.55,17.4,550.9,20.91,27.73
1936.11,17.36,0.68,0.99,14,1936.87,2.68,312.5,12.3,9925.85,17.88,567.95,21.5,28.45
1936.12,17.06,0.72,1.02,14,1936.96,2.68,307.1,12.96,9788.63,18.36,585.25,21.13,27.9
1937.01,17.59,0.73,1.05,14.1,1937.04,2.68,314.4,13.05,10055.81,18.77,600.26,21.62,28.5
1937.02,18.11,0.74,1.08,14.1,1937.12,2.67,323.69,13.23,10388.34,19.3,619.51,22.24,29.26
1937.03,18.09,0.75,1.11,14.2,1937.21,2.66,321.06,13.31,10339.39,19.7,634.42,22.04,28.93
1937.04,17.01,0.78,1.13,14.3,1937.29,2.65,299.78,13.75,9691.01,19.91,643.79,20.56,26.93
1937.05,16.25,0.81,1.15,14.4,1937.37,2.64,284.4,14.18,9231.92,20.13,653.34,19.47,25.47
1937.06,15.64,0.84,1.17,14.4,1937.46,2.63,273.72,14.7,8925.14,20.48,667.67,18.71,24.45
1937.07,16.57,0.82,1.19,14.5,1937.54,2.62,288,14.19,9429.21,20.63,675.28,19.65,25.63
1937.08,16.74,0.79,1.2,14.5,1937.62,2.61,290.95,13.79,9563.57,20.91,687.46,19.81,25.79
1937.09,14.37,0.77,1.22,14.6,1937.71,2.6,248.05,13.29,8189.76,21.06,695.3,16.85,21.91
1937.10,12.28,0.78,1.19,14.6,1937.79,2.59,211.97,13.46,7035.67,20.54,681.8,14.36,18.67
1937.11,11.2,0.79,1.16,14.5,1937.87,2.58,194.66,13.73,6499.13,20.16,673.12,13.16,17.11
1937.12,11.02,0.8,1.13,14.4,1937.96,2.57,192.86,14,6478.04,19.78,664.26,13.01,16.93
1938.01,11.31,0.79,1.08,14.2,1938.04,2.56,200.73,14.08,6781.57,19.11,645.58,13.51,17.59
1938.02,11.04,0.79,1.02,14.1,1938.12,2.54,197.33,14.06,6706.21,18.29,621.62,13.26,17.28
1938.03,10.31,0.78,0.97,14.1,1938.21,2.53,184.28,13.94,6302.26,17.34,592.94,12.38,16.14
1938.04,9.89,0.77,0.9,14.2,1938.29,2.51,175.53,13.61,6041.73,16.03,551.84,11.79,15.39
1938.05,9.98,0.75,0.84,14.1,1938.37,2.49,178.38,13.46,6178.57,14.95,517.98,11.99,15.68
1938.06,10.21,0.74,0.77,14.1,1938.46,2.48,182.49,13.23,6359.14,13.76,479.58,12.29,16.08
1938.07,12.24,0.71,0.72,14.1,1938.54,2.46,218.77,12.75,7660.52,12.87,450.62,14.77,19.33
1938.08,12.31,0.69,0.67,14.1,1938.62,2.44,220.02,12.27,7740.14,11.98,421.27,14.9,19.51
1938.09,11.75,0.66,0.62,14.1,1938.71,2.43,210.02,11.8,7422.61,11.08,391.66,14.28,18.69
1938.10,13.06,0.61,0.63,14,1938.79,2.41,235.1,10.98,8341.43,11.28,400.25,16.06,21.01
1938.11,13.07,0.56,0.63,14,1938.87,2.39,235.28,10.08,8377.62,11.4,405.95,16.15,21.1
1938.12,12.69,0.51,0.64,14,1938.96,2.38,228.44,9.18,8161.29,11.52,411.6,15.76,20.56
1939.01,12.5,0.51,0.66,14,1939.04,2.36,225.02,9.24,8066.6,11.94,428.07,15.6,20.32
1939.02,12.4,0.52,0.69,13.9,1939.12,2.35,224.82,9.37,8087.63,12.45,447.86,15.66,20.38
1939.03,12.39,0.52,0.71,13.9,1939.21,2.34,224.64,9.43,8109.37,12.87,464.7,15.73,20.43
1939.04,10.83,0.52,0.73,13.8,1939.29,2.32,197.78,9.56,7168.45,13.27,480.99,13.92,18.05
1939.05,11.23,0.53,0.74,13.8,1939.37,2.31,205.08,9.62,7462.26,13.57,493.94,14.5,18.78
1939.06,11.43,0.53,0.76,13.8,1939.46,2.3,208.74,9.68,7624.51,13.88,506.97,14.83,19.18
1939.07,11.71,0.54,0.78,13.8,1939.54,2.29,213.85,9.86,7841.3,14.18,520.08,15.27,19.71
1939.08,11.54,0.55,0.79,13.8,1939.62,2.27,210.75,10.04,7758.16,14.49,533.35,15.12,19.48
1939.09,12.77,0.56,0.81,14.1,1939.71,2.26,228.25,10.01,8433.11,14.48,534.91,16.45,21.15
1939.10,12.9,0.58,0.84,14,1939.79,2.25,232.22,10.44,8611.96,15.12,560.78,16.82,21.57
1939.11,12.67,0.6,0.87,14,1939.87,2.24,228.08,10.8,8491.79,15.66,583.1,16.6,21.24
1939.12,12.37,0.62,0.9,14,1939.96,2.22,222.68,11.16,8325.35,16.2,605.72,16.28,20.78
1940.01,12.3,0.62,0.93,13.9,1940.04,2.21,223.01,11.3,8373.01,16.86,633.08,16.38,20.86
1940.02,12.22,0.63,0.96,14,1940.12,2.19,219.98,11.28,8294.43,17.28,651.61,16.22,20.61
1940.03,12.15,0.63,0.99,14,1940.21,2.17,218.72,11.34,8282.55,17.82,674.87,16.17,20.51
1940.04,12.27,0.64,1.01,14,1940.29,2.15,220.88,11.46,8400.52,18.12,689.21,16.37,20.71
1940.05,10.58,0.64,1.02,14,1940.37,2.12,190.45,11.58,7280.18,18.42,704.16,14.14,17.86
1940.06,9.67,0.65,1.04,14.1,1940.46,2.1,172.84,11.62,6643.82,18.59,714.54,12.84,16.21
1940.07,9.99,0.66,1.05,14,1940.54,2.08,179.83,11.82,6950.57,18.96,732.86,13.37,16.86
1940.08,10.2,0.66,1.07,14,1940.62,2.06,183.61,11.94,7135.14,19.2,746.16,13.65,17.2
1940.09,10.63,0.67,1.08,14,1940.71,2.04,191.35,12.06,7474.99,19.44,759.45,14.21,17.89
1940.10,10.73,0.67,1.07,14,1940.79,2.02,193.15,12.06,7584.57,19.26,756.34,14.33,18.02
1940.11,10.98,0.67,1.06,14,1940.87,1.99,197.65,12.06,7800.75,19.08,753.08,14.64,18.39
1940.12,10.53,0.67,1.05,14.1,1940.96,1.97,188.21,11.98,7467.38,18.77,744.61,13.91,17.47
1941.01,10.55,0.67,1.05,14.1,1941.04,1.95,188.57,12.03,7521.35,18.83,750.94,13.9,17.46
1941.02,9.89,0.68,1.06,14.1,1941.12,1.99,176.77,12.09,7091.02,18.89,757.62,13,16.33
1941.03,9.95,0.68,1.06,14.2,1941.21,2.04,176.59,12.07,7124.15,18.81,758.95,12.96,16.27
1941.04,9.64,0.68,1.07,14.3,1941.29,2.08,169.89,12.04,6894.41,18.86,765.25,12.43,15.62
1941.05,9.43,0.69,1.08,14.4,1941.37,2.12,165.04,12.02,6738.02,18.9,771.69,12.04,15.14
1941.06,9.76,0.69,1.09,14.7,1941.46,2.16,167.33,11.83,6871.74,18.69,767.44,12.16,15.31
1941.07,10.26,0.69,1.12,14.7,1941.54,2.21,175.9,11.89,7264.46,19.26,795.36,12.74,16.05
1941.08,10.21,0.7,1.16,14.9,1941.62,2.25,172.69,11.78,7172.58,19.56,812.57,12.46,15.7
1941.09,10.24,0.7,1.19,15.1,1941.71,2.29,170.91,11.68,7138.81,19.86,829.61,12.28,15.48
1941.10,9.83,0.7,1.18,15.3,1941.79,2.33,161.92,11.59,6803.72,19.44,816.72,11.58,14.6
1941.11,9.37,0.71,1.17,15.4,1941.87,2.38,153.34,11.56,6483.72,19.15,809.6,10.91,13.78
1941.12,8.76,0.71,1.16,15.5,1941.96,2.42,142.43,11.54,6063.19,18.86,802.89,10.09,12.76
1942.01,8.93,0.7,1.12,15.7,1942.04,2.46,143.35,11.29,6142.17,17.98,770.35,10.1,12.81
1942.02,8.65,0.7,1.08,15.8,1942.12,2.46,137.97,11.11,5951.6,17.23,743.09,9.68,12.3
1942.03,8.18,0.69,1.04,16,1942.21,2.46,128.84,10.87,5596.94,16.38,711.59,9,11.47
1942.04,7.84,0.68,1.02,16.1,1942.29,2.46,122.72,10.64,5369.52,15.97,698.58,8.54,10.92
1942.05,7.93,0.67,1,16.3,1942.37,2.46,122.61,10.36,5402.29,15.46,681.25,8.51,10.9
1942.06,8.33,0.66,0.98,16.3,1942.46,2.46,128.79,10.2,5712.25,15.15,672.03,8.91,11.44
1942.07,8.64,0.65,0.97,16.4,1942.54,2.47,132.77,9.94,5925.44,14.85,662.95,9.15,11.78
1942.08,8.59,0.63,0.95,16.5,1942.62,2.47,131.2,9.67,5891.42,14.56,653.84,9.01,11.63
1942.09,8.68,0.62,0.94,16.5,1942.71,2.47,132.58,9.47,5988.58,14.36,648.53,9.08,11.75
1942.10,9.32,0.61,0.97,16.7,1942.79,2.47,140.65,9.21,6387.78,14.64,664.82,9.6,12.44
1942.11,9.47,0.6,1,16.8,1942.87,2.47,142.06,9,6486.01,15,684.9,9.66,12.54
1942.12,9.52,0.59,1.03,16.9,1942.96,2.47,141.97,8.8,6515.15,15.36,704.9,9.62,12.5
1943.01,10.09,0.59,1.04,16.9,1943.04,2.47,150.47,8.8,6938.89,15.56,717.5,10.15,13.21
1943.02,10.69,0.59,1.06,16.9,1943.12,2.47,159.41,8.8,7385.32,15.76,730.01,10.71,13.95
1943.03,11.07,0.59,1.07,17.2,1943.21,2.47,162.2,8.64,7547.83,15.68,729.56,10.85,14.15
1943.04,11.44,0.59,1.08,17.4,1943.29,2.47,165.7,8.55,7743.59,15.64,731.04,11.04,14.4
1943.05,11.89,0.59,1.09,17.5,1943.37,2.47,171.23,8.5,8035.29,15.7,736.62,11.36,14.83
1943.06,12.1,0.59,1.1,17.5,1943.46,2.47,174.25,8.5,8210.43,15.84,746.4,11.52,15.03
1943.07,12.35,0.59,1.09,17.4,1943.54,2.48,178.88,8.59,8461.98,15.84,749.13,11.77,15.37
1943.08,11.74,0.6,1.09,17.3,1943.62,2.48,171.02,8.69,8124.78,15.83,752.04,11.21,14.65
1943.09,11.99,0.6,1.08,17.4,1943.71,2.48,173.66,8.69,8284.51,15.64,746.23,11.34,14.82
1943.10,11.88,0.6,1.03,17.4,1943.79,2.48,172.07,8.74,8243.24,14.97,717,11.19,14.63
1943.11,11.33,0.61,0.99,17.4,1943.87,2.48,164.1,8.79,7896.69,14.29,687.68,10.63,13.92
1943.12,11.48,0.61,0.94,17.4,1943.96,2.48,166.27,8.84,8036.67,13.61,658.05,10.74,14.07
1944.01,11.85,0.61,0.94,17.4,1944.04,2.48,171.63,8.88,8331.47,13.57,658.55,11.05,14.49
1944.02,11.77,0.62,0.93,17.4,1944.12,2.47,170.47,8.93,8311.35,13.52,659.07,10.95,14.37
1944.03,12.1,0.62,0.93,17.4,1944.21,2.46,175.25,8.98,8580.87,13.47,659.52,11.22,14.75
1944.04,11.89,0.62,0.93,17.5,1944.29,2.45,171.23,8.98,8420.39,13.34,656.26,10.94,14.39
1944.05,12.1,0.63,0.92,17.5,1944.37,2.44,174.25,9.02,8606.09,13.3,656.72,11.1,14.62
1944.06,12.67,0.63,0.92,17.6,1944.46,2.43,181.42,9.02,8997.43,13.17,653.33,11.53,15.2
1944.07,13,0.63,0.91,17.7,1944.54,2.43,185.1,9.02,9216.88,13,647.54,11.74,15.48
1944.08,12.81,0.64,0.91,17.7,1944.62,2.42,182.39,9.07,9119.79,12.91,645.48,11.54,15.23
1944.09,12.6,0.64,0.9,17.7,1944.71,2.41,179.4,9.11,9008.25,12.81,643.45,11.33,14.97
1944.10,12.91,0.64,0.91,17.7,1944.79,2.4,183.82,9.11,9268.02,12.96,653.28,11.58,15.32
1944.11,12.82,0.64,0.92,17.7,1944.87,2.39,182.54,9.11,9241.69,13.1,663.21,11.48,15.19
1944.12,13.1,0.64,0.93,17.8,1944.96,2.38,185.47,9.06,9428.72,13.17,669.37,11.64,15.41
1945.01,13.49,0.64,0.94,17.8,1945.04,2.37,191,9.11,9748.01,13.31,679.25,11.96,15.85
1945.02,13.94,0.65,0.95,17.8,1945.12,2.36,197.37,9.16,10112.12,13.45,689.13,12.34,16.36
1945.03,13.93,0.65,0.96,17.8,1945.21,2.34,197.23,9.2,10144.16,13.59,699.1,12.32,16.34
1945.04,14.28,0.65,0.97,17.8,1945.29,2.33,202.18,9.2,10438.48,13.78,711.49,12.63,16.75
1945.05,14.82,0.65,0.99,17.9,1945.37,2.31,208.65,9.15,10812.07,13.89,719.83,13.04,17.28
1945.06,15.09,0.65,1,18.1,1945.46,2.3,210.11,9.05,10926.48,13.92,724.09,13.13,17.39
1945.07,14.78,0.65,1,18.1,1945.54,2.28,205.79,9.1,10741.44,13.88,724.33,12.87,17.04
1945.08,14.83,0.66,0.99,18.1,1945.62,2.27,206.49,9.14,10817.55,13.83,724.57,12.92,17.09
1945.09,15.84,0.66,0.99,18.1,1945.71,2.25,220.55,9.19,11594.4,13.78,724.65,13.8,18.25
1945.10,16.5,0.66,0.98,18.1,1945.79,2.24,229.74,9.19,12117.76,13.65,719.72,14.37,19
1945.11,17.04,0.66,0.97,18.1,1945.87,2.22,237.26,9.19,12554.73,13.51,714.68,14.85,19.61
1945.12,17.33,0.66,0.96,18.2,1945.96,2.21,239.97,9.14,12738.54,13.29,705.65,15.02,19.82
1946.01,18.02,0.67,0.94,18.2,1946.04,2.19,249.53,9.23,13286.57,13.02,693.08,15.62,20.6
1946.02,18.07,0.67,0.92,18.1,1946.12,2.2,251.6,9.38,13438.64,12.81,684.2,15.76,20.77
1946.03,17.53,0.68,0.9,18.3,1946.21,2.2,241.41,9.36,12936.25,12.39,664.15,15.13,19.93
1946.04,18.66,0.68,0.88,18.4,1946.29,2.21,255.58,9.31,13736.88,12.05,647.83,16.04,21.1
1946.05,18.7,0.68,0.86,18.5,1946.37,2.21,254.74,9.26,13733.41,11.72,631.59,16.01,21.05
1946.06,18.58,0.68,0.84,18.7,1946.46,2.22,250.4,9.16,13540.51,11.32,612.17,15.77,20.71
1946.07,18.05,0.68,0.86,19.8,1946.54,2.22,229.74,8.7,12462.66,10.9,591.49,14.51,19.04
1946.08,17.7,0.69,0.87,20.2,1946.62,2.23,220.83,8.57,12017.73,10.9,592.97,13.98,18.34
1946.09,15.09,0.69,0.89,20.4,1946.71,2.23,186.42,8.52,10183.84,10.99,600.64,11.84,15.53
1946.10,14.75,0.7,0.95,20.8,1946.79,2.24,178.72,8.44,9801.38,11.47,629.06,11.39,14.93
1946.11,14.69,0.7,1,21.3,1946.87,2.24,173.81,8.32,9570.4,11.87,653.66,11.11,14.57
1946.12,15.13,0.71,1.06,21.5,1946.96,2.25,177.35,8.32,9803.55,12.43,686.83,11.37,14.9
1947.01,15.21,0.71,1.13,21.5,1947.04,2.25,178.29,8.36,9893.9,13.25,735.05,11.47,15.02
1947.02,15.8,0.72,1.2,21.5,1947.12,2.27,185.2,8.4,10316.53,14.07,783.53,11.95,15.64
1947.03,15.16,0.72,1.27,21.9,1947.21,2.28,174.46,8.29,9756.31,14.61,817.32,11.29,14.76
1947.04,14.6,0.73,1.33,21.9,1947.29,2.3,168.01,8.44,9435.25,15.27,857.36,10.9,14.24
1947.05,14.34,0.75,1.38,21.9,1947.37,2.31,165.02,8.59,9307.44,15.92,897.86,10.73,14.01
1947.06,14.84,0.76,1.44,22,1947.46,2.33,170,8.71,9629.1,16.5,934.36,11.08,14.45
1947.07,15.77,0.77,1.48,22.2,1947.54,2.35,179.02,8.74,10181.62,16.76,953.39,11.7,15.23
1947.08,15.46,0.78,1.51,22.5,1947.62,2.36,173.16,8.74,9889.79,16.95,968.08,11.34,14.74
1947.09,15.06,0.79,1.55,23,1947.71,2.38,165.02,8.66,9465.68,16.98,974.22,10.83,14.06
1947.10,15.45,0.81,1.57,23,1947.79,2.39,169.29,8.84,9753.06,17.2,991.09,11.13,14.44
1947.11,15.27,0.82,1.59,23.1,1947.87,2.41,166.59,8.98,9640.82,17.35,1003.86,10.98,14.21
1947.12,15.03,0.84,1.61,23.4,1947.96,2.42,161.87,9.05,9411.27,17.34,1008.13,10.68,13.82
1948.01,14.83,0.84,1.64,23.7,1948.04,2.44,157.7,8.97,9211.94,17.47,1020.79,10.42,13.47
1948.02,14.1,0.85,1.68,23.5,1948.12,2.43,151.21,9.08,8877.23,17.98,1055.62,10,12.92
1948.03,14.3,0.85,1.71,23.4,1948.21,2.42,154.01,9.15,9086.4,18.42,1086.56,10.19,13.16
1948.04,15.4,0.85,1.76,23.8,1948.29,2.41,163.07,9,9665.15,18.64,1104.59,10.78,13.91
1948.05,16.15,0.85,1.81,23.9,1948.37,2.4,170.3,8.96,10137.72,19.09,1136.18,11.24,14.5
1948.06,16.82,0.85,1.86,24.1,1948.46,2.39,175.89,8.89,10514.76,19.45,1162.75,11.58,14.93
1948.07,16.42,0.86,1.93,24.4,1948.54,2.38,169.6,8.85,10182.58,19.93,1196.86,11.13,14.34
1948.08,15.94,0.86,2,24.5,1948.62,2.36,163.97,8.88,9889.01,20.57,1240.78,10.72,13.8
1948.09,15.76,0.87,2.07,24.5,1948.71,2.35,162.11,8.95,9822.31,21.29,1290.11,10.55,13.58
1948.10,16.19,0.89,2.14,24.4,1948.79,2.34,167.22,9.19,10178.08,22.14,1347.44,10.83,13.93
1948.11,15.29,0.91,2.22,24.2,1948.87,2.33,159.23,9.48,9739.79,23.08,1412.03,10.25,13.19
1948.12,15.19,0.93,2.29,24.1,1948.96,2.32,158.85,9.73,9765.81,23.95,1472.26,10.16,13.07
1949.01,15.36,0.95,2.32,24,1949.04,2.31,161.29,9.94,9967.18,24.36,1505.46,10.25,13.19
1949.02,14.77,0.96,2.35,23.8,1949.12,2.31,156.4,10.2,9717.4,24.88,1546.1,9.87,12.71
1949.03,14.91,0.98,2.38,23.8,1949.21,2.31,157.88,10.38,9863.23,25.2,1574.41,9.9,12.74
1949.04,14.89,0.99,2.39,23.9,1949.29,2.31,157.01,10.47,9863.32,25.17,1580.96,9.78,12.59
1949.05,14.78,1.01,2.39,23.8,1949.37,2.31,156.51,10.66,9887.39,25.34,1601.07,9.69,12.48
1949.06,13.97,1.02,2.4,23.9,1949.46,2.31,147.31,10.76,9363.05,25.31,1608.54,9.07,11.68
1949.07,14.76,1.03,2.4,23.7,1949.54,2.32,156.95,10.92,10033.83,25.49,1629.25,9.61,12.38
1949.08,15.29,1.03,2.39,23.8,1949.62,2.32,161.91,10.94,10408.75,25.34,1629.27,9.85,12.69
1949.09,15.49,1.04,2.39,23.9,1949.71,2.32,163.34,10.97,10559.53,25.2,1629.26,9.88,12.74
1949.10,15.89,1.07,2.37,23.7,1949.79,2.32,168.97,11.41,10985.11,25.17,1636.13,10.17,13.1
1949.11,16.11,1.11,2.34,23.8,1949.87,2.32,170.59,11.72,11153.89,24.81,1622.42,10.22,13.17
1949.12,16.54,1.14,2.32,23.6,1949.96,2.32,176.63,12.17,11614.99,24.77,1629.19,10.53,13.57
1950.01,16.88,1.15,2.34,23.5,1950.04,2.32,181.02,12.33,11971.77,25.06,1657.23,10.75,13.85
1950.02,17.21,1.16,2.35,23.5,1950.12,2.34,184.56,12.44,12274.37,25.24,1678.42,10.91,14.06
1950.03,17.35,1.17,2.37,23.6,1950.21,2.36,185.28,12.49,12391.03,25.31,1692.61,10.91,14.06
1950.04,17.84,1.18,2.43,23.6,1950.29,2.38,190.51,12.6,12811.21,25.91,1742.63,11.18,14.39
1950.05,18.44,1.19,2.48,23.7,1950.37,2.4,196.09,12.65,13257.12,26.41,1785.35,11.46,14.75
1950.06,18.74,1.2,2.54,23.8,1950.46,2.42,198.44,12.71,13487.78,26.9,1828.12,11.55,14.86
1950.07,17.38,1.24,2.6,24.1,1950.54,2.45,181.75,13,12426.88,27.19,1859.03,10.54,13.55
1950.08,18.43,1.29,2.66,24.3,1950.62,2.47,191.14,13.34,13145.22,27.59,1897.25,11.04,14.19
1950.09,19.08,1.33,2.72,24.4,1950.71,2.49,197.07,13.74,13631.78,28.09,1943.31,11.34,14.56
1950.10,19.87,1.38,2.76,24.6,1950.79,2.51,203.56,14.1,14162.08,28.28,1967.15,11.66,14.97
1950.11,19.83,1.42,2.8,24.7,1950.87,2.53,202.33,14.52,14160.55,28.57,1999.47,11.54,14.81
1950.12,19.75,1.47,2.84,25,1950.96,2.55,199.09,14.82,14020.61,28.63,2016.13,11.31,14.51
1951.01,21.21,1.49,2.84,25.4,1951.04,2.57,210.45,14.75,14906.51,28.15,1993.63,11.9,15.26
1951.02,22,1.5,2.83,25.7,1951.12,2.58,215.74,14.74,15368.26,27.78,1979.24,12.14,15.57
1951.03,21.63,1.52,2.83,25.8,1951.21,2.59,211.29,14.85,15139.37,27.64,1980.79,11.84,15.18
1951.04,21.92,1.53,2.79,25.8,1951.29,2.6,214.12,14.98,15431.78,27.29,1966.52,11.95,15.31
1951.05,21.93,1.55,2.76,25.9,1951.37,2.61,213.39,15.05,15469.6,26.82,1944.58,11.86,15.2
1951.06,21.55,1.56,2.72,25.9,1951.46,2.62,209.69,15.18,15293.25,26.47,1930.28,11.62,14.88
1951.07,21.93,1.55,2.65,25.9,1951.54,2.63,213.39,15.05,15654.39,25.79,1891.66,11.78,15.09
1951.08,22.89,1.53,2.58,25.9,1951.62,2.63,222.73,14.92,16430.88,25.1,1851.97,12.26,15.7
1951.09,23.48,1.52,2.51,26.1,1951.71,2.64,226.72,14.68,16815.47,24.24,1797.57,12.44,15.94
1951.10,23.36,1.48,2.49,26.2,1951.79,2.65,224.7,14.27,16753.86,23.92,1783.45,12.31,15.76
1951.11,22.71,1.45,2.46,26.4,1951.87,2.66,216.79,13.81,16250.1,23.52,1762.63,11.85,15.17
1951.12,23.41,1.41,2.44,26.5,1951.96,2.67,222.63,13.41,16771.53,23.2,1748.08,12.15,15.54
1952.01,24.19,1.41,2.43,26.5,1952.04,2.68,230.05,13.44,17414.72,23.08,1746.99,12.53,16.02
1952.02,23.75,1.42,2.41,26.3,1952.12,2.69,227.58,13.58,17313.62,23.13,1759.3,12.36,15.81
1952.03,23.81,1.42,2.4,26.3,1952.21,2.71,228.16,13.61,17443.62,23,1758.28,12.36,15.81
1952.04,23.74,1.43,2.38,26.4,1952.29,2.72,226.63,13.65,17413.43,22.72,1745.74,12.24,15.66
1952.05,23.73,1.44,2.36,26.4,1952.37,2.73,226.53,13.75,17494.12,22.53,1739.83,12.2,15.61
1952.06,24.38,1.45,2.34,26.5,1952.46,2.74,231.86,13.79,17994.23,22.25,1727.09,12.45,15.93
1952.07,25.08,1.45,2.35,26.7,1952.54,2.76,236.73,13.69,18460.74,22.15,1727.32,12.67,16.21
1952.08,25.18,1.45,2.35,26.7,1952.62,2.77,237.67,13.69,18623.29,22.21,1740.54,12.68,16.23
1952.09,24.78,1.45,2.36,26.7,1952.71,2.78,233.9,13.69,18416.81,22.28,1753.98,12.43,15.92
1952.10,24.26,1.44,2.37,26.7,1952.79,2.79,228.99,13.56,18119.32,22.4,1772.59,12.13,15.54
1952.11,25.03,1.42,2.39,26.7,1952.87,2.81,236.26,13.43,18783.01,22.53,1791,12.47,15.99
1952.12,26.04,1.41,2.4,26.7,1952.96,2.82,245.79,13.31,19629.11,22.65,1809.13,12.93,16.58
1953.01,26.18,1.41,2.41,26.6,1953.04,2.83,248.04,13.36,19897.73,22.83,1831.69,13.01,16.67
1953.02,25.86,1.41,2.42,26.5,1953.12,2.8,245.93,13.41,19818.33,23.01,1854.62,12.86,16.48
1953.03,25.99,1.41,2.43,26.6,1953.21,2.77,246.24,13.36,19932.79,23.02,1863.67,12.83,16.45
