Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Price,Earnings,Earnings,cape,tr_cape
1972.10,109.6,3.1,6.23,42.3,1972.79,6.48,652.98,18.49,105265.84,37.14,5986.83,17.53,20.5
1972.11,115.1,3.13,6.33,42.4,1972.87,6.28,684.14,18.58,110537.27,37.6,6075.87,18.34,21.44
1972.12,117.5,3.15,6.42,42.5,1972.96,6.36,696.76,18.68,112828.13,38.07,6164.74,18.65,21.8
1973.01,118.4,3.16,6.55,42.6,1973.04,6.46,700.45,18.67,113677.46,38.73,6285.55,18.71,21.87
1973.02,114.2,3.16,6.67,42.9,1973.12,6.64,670.88,18.58,109129.56,39.2,6377.04,17.89,20.91
1973.03,112.4,3.17,6.8,43.3,1973.21,6.71,654.2,18.45,106667.35,39.58,6453.18,17.41,20.35
1973.04,110.3,3.19,6.94,43.6,1973.29,6.67,637.56,18.42,104204.5,40.13,6559.62,16.94,19.79
1973.05,107.2,3.2,7.09,43.9,1973.37,6.85,615.41,18.39,100834.19,40.68,6665.85,16.31,19.06
1973.06,104.8,3.22,7.23,44.2,1973.46,6.9,597.55,18.36,98158.32,41.22,6771.8,15.81,18.47
1973.07,105.8,3.24,7.38,44.3,1973.54,7.13,601.89,18.41,99123.32,42,6917.39,15.89,18.57
1973.08,103.8,3.25,7.54,45.1,1973.62,7.4,580.03,18.18,95773.98,42.11,6953.92,15.28,17.85
1973.09,105.6,3.27,7.69,45.2,1973.71,7.09,588.79,18.23,97470.11,42.88,7097.97,15.48,18.08
1973.10,109.8,3.31,7.85,45.6,1973.79,6.79,606.83,18.28,100709.86,43.37,7197.06,15.91,18.59
1973.11,102,3.34,8,45.9,1973.87,6.73,560.04,18.36,93198.01,43.94,7312.69,14.65,17.12
1973.12,94.78,3.38,8.16,46.2,1973.96,6.74,517.02,18.44,86294.4,44.51,7429.44,13.49,15.77
1974.01,96.11,3.4,8.23,46.6,1974.04,6.99,519.78,18.39,87009.96,44.49,7447.74,13.53,15.82
1974.02,93.45,3.42,8.29,47.2,1974.12,6.96,498.97,18.26,83781.11,44.28,7435.25,12.96,15.15
1974.03,97.44,3.44,8.36,47.8,1974.21,7.21,513.74,18.14,86515.51,44.08,7422.72,13.31,15.57
1974.04,92.46,3.46,8.49,48,1974.29,7.51,485.45,18.17,82006.73,44.56,7527.19,12.55,14.69
1974.05,89.67,3.48,8.61,48.6,1974.37,7.58,464.99,18.05,78804.31,44.67,7569.62,12,14.05
1974.06,89.79,3.5,8.74,49,1974.46,7.54,461.81,18,78519.84,44.95,7642.98,11.89,13.93
1974.07,79.31,3.53,8.86,49.4,1974.54,7.81,404.61,18.01,69048.84,45.22,7716.59,10.39,12.19
1974.08,76.03,3.56,8.99,50,1974.62,8.04,383.22,17.94,65654.07,45.3,7760.25,9.82,11.53
1974.09,68.12,3.59,9.11,50.6,1974.71,8.04,339.28,17.88,58381.33,45.37,7807.6,8.68,10.21
1974.10,69.44,3.59,9.04,51.1,1974.79,7.9,342.47,17.72,59184.42,44.57,7702.05,8.74,10.3
1974.11,71.74,3.6,8.96,51.5,1974.87,7.68,351.06,17.6,60923.3,43.86,7611.87,8.95,10.55
1974.12,67.07,3.6,8.89,51.9,1974.96,7.43,325.68,17.48,56771.25,43.17,7524.92,8.29,9.79
1975.01,72.56,3.62,8.74,52.1,1975.04,7.5,350.99,17.53,61437.08,42.29,7403.04,8.92,10.55
1975.02,80.1,3.65,8.6,52.5,1975.12,7.39,384.51,17.51,67559.86,41.27,7250.81,9.76,11.56
1975.03,83.78,3.67,8.45,52.7,1975.21,7.73,400.65,17.55,70652.53,40.41,7125.97,10.16,12.04
1975.04,84.72,3.68,8.29,52.9,1975.29,8.23,403.61,17.55,71433,39.48,6987.04,10.23,12.13
1975.05,90.1,3.7,8.12,53.2,1975.37,8.06,426.82,17.51,75799.11,38.48,6833.98,10.82,12.84
1975.06,92.4,3.71,7.96,53.6,1975.46,7.86,434.45,17.44,77412.1,37.43,6668.83,11.01,13.07
1975.07,92.49,3.71,7.89,54.2,1975.54,8.06,430.06,17.25,76885.86,36.7,6561.63,10.9,12.95
1975.08,85.71,3.71,7.83,54.3,1975.62,8.4,397.8,17.22,71375.04,36.33,6517.66,10.09,12
1975.09,84.67,3.71,7.76,54.6,1975.71,8.43,390.81,17.12,70377.61,35.82,6450.1,9.92,11.81
1975.10,88.57,3.7,7.83,54.9,1975.79,8.14,406.58,16.98,73471.88,35.93,6492.49,10.33,12.3
1975.11,90.07,3.69,7.89,55.3,1975.87,8.05,410.48,16.82,74428.98,35.97,6522.62,10.44,12.44
1975.12,88.7,3.68,7.96,55.5,1975.96,8,402.78,16.71,73285.25,36.15,6576.67,10.25,12.23
1976.01,96.86,3.68,8.19,55.6,1976.04,7.74,439.04,16.7,80136.38,37.14,6778.69,11.19,13.34
1976.02,100.6,3.69,8.43,55.8,1976.12,7.79,454.36,16.65,83185.59,38.06,6967.97,11.59,13.83
1976.03,101.1,3.69,8.66,55.9,1976.21,7.73,455.8,16.64,83703.3,39.04,7169.84,11.63,13.88
1976.04,101.9,3.71,8.86,56.1,1976.29,7.56,457.77,16.68,84320.15,39.79,7328.71,11.69,13.95
1976.05,101.2,3.74,9.05,56.5,1976.37,7.9,451.4,16.67,83403.9,40.38,7461.3,11.53,13.76
1976.06,101.8,3.76,9.25,56.8,1976.46,7.86,451.68,16.68,83712.14,41.04,7606.46,11.54,13.78
1976.07,104.2,3.79,9.35,57.1,1976.54,7.83,459.9,16.73,85493.87,41.27,7671.47,11.76,14.03
1976.08,103.3,3.82,9.45,57.4,1976.62,7.77,453.55,16.77,84572.29,41.49,7736.77,11.6,13.84
1976.09,105.5,3.85,9.55,57.6,1976.71,7.59,461.6,16.85,86335.29,41.78,7815.18,11.81,14.09
1976.10,101.9,3.92,9.67,57.9,1976.79,7.41,443.54,17.05,83222.89,42.09,7897.6,11.35,13.54
1976.11,101.2,3.98,9.79,58,1976.87,7.29,439.73,17.31,82779.33,42.54,8008,11.25,13.43
1976.12,104.7,4.05,9.91,58.2,1976.96,6.87,453.37,17.54,85623.07,42.91,8104.34,11.6,13.85
1977.01,103.8,4.1,9.97,58.5,1977.04,7.21,447.17,17.65,84729.49,42.94,8135.56,11.44,13.66
1977.02,101,4.14,10.02,59.1,1977.12,7.39,430.69,17.67,81885.9,42.74,8126.41,11.01,13.15
1977.03,100.6,4.19,10.08,59.5,1977.21,7.46,426.1,17.75,81294.47,42.69,8145.61,10.9,13.02
1977.04,99.05,4.25,10.19,60,1977.29,7.37,416.04,17.84,79658.5,42.82,8197.71,10.64,12.71
1977.05,98.76,4.3,10.31,60.3,1977.37,7.46,412.76,17.99,79317.09,43.08,8277.62,10.55,12.61
1977.06,99.29,4.36,10.42,60.7,1977.46,7.28,412.24,18.1,79507.14,43.26,8343.89,10.53,12.6
1977.07,100.2,4.41,10.52,61,1977.54,7.33,413.97,18.21,80133.84,43.45,8410.61,10.57,12.65
1977.08,97.75,4.45,10.61,61.2,1977.62,7.4,402.53,18.34,78214.83,43.71,8492.25,10.27,12.3
1977.09,96.23,4.5,10.71,61.4,1977.71,7.34,394.98,18.47,77046.87,43.96,8575,10.07,12.07
1977.10,93.74,4.56,10.77,61.6,1977.79,7.52,383.51,18.64,75112.6,44.06,8629.86,9.77,11.72
1977.11,94.28,4.61,10.83,61.9,1977.87,7.58,383.85,18.78,75485.72,44.09,8671.09,9.77,11.72
1977.12,93.82,4.67,10.89,62.1,1977.96,7.69,380.75,18.95,75186.08,44.19,8727.1,9.68,11.63
1978.01,90.25,4.71,10.9,62.5,1978.04,7.96,363.92,19.01,72175,43.95,8716.98,9.24,11.12
1978.02,88.98,4.76,10.91,62.9,1978.12,8.03,356.51,19.06,71021.82,43.71,8708.11,9.05,10.89
1978.03,88.82,4.8,10.92,63.4,1978.21,8.04,353.06,19.08,70651.76,43.41,8686.3,8.95,10.79
1978.04,92.71,4.84,11.02,63.9,1978.29,8.15,365.64,19.08,73487.11,43.48,8737.68,9.26,11.18
1978.05,97.41,4.87,11.13,64.5,1978.37,8.35,380.61,19.04,76813.25,43.47,8774.03,9.63,11.64
1978.06,97.66,4.91,11.23,65.2,1978.46,8.46,377.49,18.98,76502.78,43.41,8797.11,9.55,11.55
1978.07,97.19,4.95,11.34,65.7,1978.54,8.64,372.81,18.97,75875.65,43.51,8855.65,9.43,11.41
1978.08,103.9,4.98,11.46,66,1978.62,8.41,396.74,19.03,81068.14,43.75,8939.11,10.02,12.14
1978.09,103.9,5.02,11.57,66.5,1978.71,8.42,393.76,19.02,80782.55,43.85,8995.71,9.94,12.05
1978.10,100.6,5.04,11.82,67.1,1978.79,8.64,377.84,18.92,77840.8,44.41,9148.46,9.53,11.57
1978.11,94.71,5.05,12.08,67.4,1978.87,8.81,354.13,18.9,73281.53,45.16,9344.3,8.93,10.84
1978.12,96.11,5.07,12.33,67.7,1978.96,9.01,357.78,18.87,74360.7,45.9,9539.77,9.01,10.95
1979.01,99.71,5.11,12.65,68.3,1979.04,9.1,367.92,18.87,76795.11,46.69,9745.38,9.26,11.26
1979.02,98.23,5.16,12.98,69.1,1979.12,9.1,358.26,18.81,75106.48,47.33,9921.96,9,10.96
1979.03,100.1,5.2,13.3,69.8,1979.21,9.12,361.42,18.78,76096.73,48.02,10110.75,9.07,11.05
1979.04,102.1,5.25,13.53,70.6,1979.29,9.18,364.46,18.73,77066.24,48.29,10210.11,9.13,11.13
1979.05,99.73,5.29,13.75,71.5,1979.37,9.25,351.52,18.66,74658.55,48.48,10295.81,8.79,10.73
1979.06,101.7,5.34,13.98,72.3,1979.46,8.91,354.5,18.61,75620.34,48.73,10395.01,8.85,10.81
1979.07,102.7,5.4,14.2,73.1,1979.54,8.95,354.07,18.61,75858.92,48.94,10486.33,8.83,10.78
1979.08,107.4,5.45,14.41,73.8,1979.62,9.03,366.76,18.62,78910.58,49.22,10589.96,9.13,11.16
1979.09,108.6,5.51,14.63,74.6,1979.71,9.33,366.88,18.61,79270.33,49.42,10678.87,9.11,11.14
1979.10,104.5,5.56,14.71,75.2,1979.79,10.3,350.21,18.62,76004.33,49.29,10696.39,8.68,10.62
1979.11,103.7,5.6,14.78,75.9,1979.87,10.65,344.33,18.61,75063.36,49.09,10700.91,8.52,10.43
1979.12,107.8,5.65,14.86,76.7,1979.96,10.39,354.21,18.56,77554.53,48.83,10690.73,8.75,10.72
1980.01,110.9,5.7,15,77.8,1980.04,10.8,359.24,18.46,78993.59,48.6,10686.79,8.85,10.85
1980.02,115.3,5.75,15.15,78.9,1980.12,12.41,368.29,18.37,81319.24,48.38,10682.73,9.05,11.11
1980.03,104.7,5.8,15.29,80.1,1980.21,12.75,329.42,18.25,73072.75,48.11,10671.27,8.08,9.92
1980.04,103,5.85,15.17,81,1980.29,11.47,320.47,18.19,71423.81,47.21,10521.7,7.84,9.64
1980.05,107.7,5.89,15.06,81.8,1980.37,10.18,331.81,18.16,74289.78,46.39,10385.88,8.1,9.97
1980.06,114.6,5.94,14.94,82.7,1980.46,9.78,349.23,18.1,78526.75,45.53,10237.26,8.51,10.48
1980.07,119.8,5.98,14.84,82.7,1980.54,10.25,365.08,18.23,82431.58,45.22,10211.06,8.88,10.95
1980.08,123.5,6.03,14.74,83.3,1980.62,11.1,373.64,18.23,84708.46,44.59,10110.14,9.07,11.19
1980.09,126.5,6.07,14.64,84,1980.71,11.51,379.53,18.21,86387.16,43.92,9997.69,9.2,11.35
1980.10,130.2,6.1,14.7,84.8,1980.79,11.75,386.94,18.13,88418.95,43.69,9982.79,9.36,11.56
1980.11,135.7,6.13,14.76,85.5,1980.87,12.68,399.99,18.07,91743.6,43.51,9978.89,9.65,11.93
1980.12,133.5,6.16,14.82,86.3,1980.96,12.84,389.86,17.99,89763.39,43.28,9964.75,9.39,11.61
1981.01,133,6.2,14.74,87,1981.04,12.57,385.27,17.96,89052.28,42.7,9869.4,9.26,11.45
1981.02,128.4,6.24,14.66,87.9,1981.12,13.19,368.14,17.89,85436.62,42.03,9754.68,8.83,10.93
1981.03,133.2,6.28,14.58,88.5,1981.21,13.12,379.31,17.88,88375.49,41.52,9673.53,9.08,11.25
1981.04,134.4,6.32,14.72,89.1,1981.29,13.68,380.15,17.87,88918.08,41.64,9740.83,9.09,11.27
1981.05,131.7,6.35,14.87,89.8,1981.37,14.1,369.61,17.83,86800.12,41.72,9798.26,8.82,10.94
1981.06,132.3,6.39,15.01,90.6,1981.46,13.47,368.01,17.77,86773.49,41.75,9844.82,8.77,10.89
1981.07,129.1,6.43,15.1,91.6,1981.54,14.28,355.19,17.7,84098.05,41.54,9834.26,8.45,10.5
1981.08,129.6,6.48,15.18,92.3,1981.62,14.94,353.86,17.68,84132.41,41.46,9856.54,8.4,10.45
1981.09,118.3,6.52,15.27,93.2,1981.71,15.32,319.89,17.63,76404.5,41.29,9862.19,7.58,9.45
1981.10,119.8,6.56,15.3,93.4,1981.79,15.15,323.25,17.69,77559.73,41.28,9905.37,7.65,9.54
1981.11,122.9,6.59,15.33,93.7,1981.87,13.39,330.56,17.73,79666.53,41.23,9937.25,7.81,9.76
1981.12,123.8,6.63,15.36,94,1981.96,13.72,331.91,17.78,80350.81,41.18,9969.21,7.83,9.8
1982.01,117.3,6.66,15.18,94.3,1982.04,14.59,313.49,17.8,76248.94,40.56,9865.36,7.39,9.25
1982.02,114.5,6.69,14.99,94.6,1982.12,14.43,305.03,17.82,74554.06,39.94,9762.54,7.18,9.01
1982.03,110.8,6.72,14.81,94.5,1982.21,13.86,295.49,17.92,72586.25,39.5,9702.19,6.95,8.73
1982.04,116.3,6.75,14.6,94.9,1982.29,13.87,308.85,17.93,76235.17,38.76,9568.2,7.26,9.14
1982.05,116.4,6.78,14.38,95.8,1982.37,13.62,306.21,17.84,75950.79,37.84,9385.08,7.19,9.07
1982.06,109.7,6.81,14.17,97,1982.46,14.3,285.02,17.69,71059.25,36.82,9178.76,6.69,8.45
1982.07,109.4,6.82,13.97,97.5,1982.54,13.95,282.78,17.64,70867.94,36.1,9047.45,6.64,8.4
1982.08,109.7,6.84,13.76,97.7,1982.62,13.06,282.97,17.64,71285.11,35.5,8943.65,6.64,8.42
1982.09,122.4,6.85,13.56,97.9,1982.71,12.34,315.09,17.63,79745.5,34.91,8834.55,7.4,9.39
1982.10,132.7,6.86,13.25,98.2,1982.79,10.91,340.56,17.6,86563.12,34.01,8645.42,8,10.17
1982.11,138.1,6.86,12.95,98,1982.87,10.55,355.14,17.65,90643.36,33.29,8497.7,8.35,10.62
1982.12,139.4,6.87,12.64,97.6,1982.96,10.54,359.95,17.74,92248.92,32.64,8364.61,8.47,10.78
1983.01,144.3,6.88,12.57,97.8,1983.04,10.46,371.84,17.74,95675.07,32.38,8332.08,8.76,11.16
1983.02,146.8,6.9,12.49,97.9,1983.12,10.72,377.9,17.75,97613.89,32.16,8307.35,8.91,11.36
1983.03,151.9,6.91,12.42,97.9,1983.21,10.51,391.03,17.79,101388,31.97,8289.92,9.23,11.78
1983.04,157.7,6.92,12.48,98.6,1983.29,10.4,403.08,17.69,104894.2,31.89,8298.88,9.53,12.17
1983.05,164.1,6.93,12.53,99.2,1983.37,10.38,416.9,17.61,108872.77,31.84,8315.27,9.87,12.61
1983.06,166.4,6.94,12.59,99.5,1983.46,10.85,421.47,17.58,110448.4,31.89,8356.64,10,12.77
1983.07,167,6.96,12.83,99.9,1983.54,11.38,421.29,17.56,110786.25,32.36,8509.11,10.01,12.79
1983.08,162.4,6.98,13.06,100.2,1983.62,11.85,408.46,17.56,107796.81,32.86,8671.07,9.73,12.42
1983.09,167.2,7,13.3,100.7,1983.71,11.65,418.45,17.52,110817.15,33.29,8815,9.98,12.75
1983.10,167.7,7.03,13.54,101,1983.79,11.54,418.45,17.54,111205.52,33.79,8980.86,10,12.77
1983.11,165.2,7.06,13.79,101.2,1983.87,11.69,411.4,17.58,109720.58,34.33,9156.69,9.85,12.58
1983.12,164.4,7.09,14.03,101.3,1983.96,11.83,409,17.64,109473.49,34.9,9342.54,9.82,12.53
1984.01,166.4,7.12,14.44,101.9,1984.04,11.67,411.54,17.61,110545.62,35.71,9593.02,9.89,12.63
1984.02,157.3,7.15,14.85,102.4,1984.12,11.84,387.13,17.6,104383.8,36.55,9854.41,9.32,11.9
1984.03,157.4,7.18,15.26,102.6,1984.21,12.32,386.63,17.64,104642.83,37.48,10145.17,9.33,11.9
1984.04,157.6,7.22,15.57,103.1,1984.29,12.63,385.24,17.66,104665.91,38.07,10342.6,9.31,11.88
1984.05,156.6,7.27,15.89,103.4,1984.37,13.41,381.68,17.71,104101.04,38.72,10560.8,9.23,11.78
1984.06,153.1,7.31,16.2,103.7,1984.46,13.56,372.07,17.77,101883.74,39.37,10780.64,9.01,11.5
1984.07,151.1,7.33,16.32,104.1,1984.54,13.36,365.8,17.75,100571.54,39.51,10862.52,8.87,11.32
1984.08,164.4,7.36,16.44,104.5,1984.62,12.72,396.48,17.74,109411.6,39.65,10941.16,9.62,12.27
1984.09,166.1,7.38,16.56,105,1984.71,12.52,398.67,17.71,110423.94,39.75,11009.15,9.69,12.35
1984.10,164.8,7.43,16.59,105.3,1984.79,12.16,394.42,17.78,109658.01,39.7,11036.8,9.6,12.23
1984.11,166.3,7.48,16.61,105.3,1984.87,11.57,398.01,17.9,111070.87,39.76,11095.93,9.69,12.35
1984.12,164.5,7.53,16.64,105.3,1984.96,11.5,393.7,18.02,110287.77,39.83,11156.16,9.6,12.22
1985.01,171.6,7.57,16.56,105.5,1985.04,11.38,409.92,18.09,115252.13,39.55,11120.02,10,12.73
1985.02,180.9,7.62,16.47,106,1985.12,11.51,430.1,18.11,121349.5,39.17,11050.45,10.49,13.36
1985.03,179.4,7.66,16.39,106.4,1985.21,11.86,424.93,18.14,120317.45,38.82,10992.21,10.37,13.2
1985.04,180.6,7.69,16.13,106.9,1985.29,11.43,425.77,18.12,120983.32,38.03,10805.43,10.4,13.22
1985.05,184.9,7.71,15.87,107.3,1985.37,10.85,434.28,18.12,123831.12,37.27,10628.45,10.61,13.49
1985.06,188.9,7.74,15.61,107.6,1985.46,10.16,442.44,18.13,126588.04,36.56,10460.77,10.81,13.74
1985.07,192.5,7.77,15.48,107.8,1985.54,10.31,450.03,18.17,129194.47,36.2,10391.46,11,13.98
1985.08,188.3,7.81,15.36,108,1985.62,10.33,439.4,18.22,126577.46,35.83,10322.95,10.74,13.65
1985.09,184.1,7.84,15.23,108.3,1985.71,10.37,428.41,18.24,123849.32,35.44,10245.66,10.47,13.31
1985.10,186.2,7.86,15.02,108.7,1985.79,10.24,431.7,18.22,125240.12,34.83,10104.83,10.55,13.41
1985.11,197.5,7.88,14.82,109,1985.87,9.78,456.64,18.22,132915.47,34.26,9971.49,11.16,14.19
1985.12,207.3,7.9,14.61,109.3,1985.96,9.26,477.98,18.22,139569.69,33.69,9836.53,11.69,14.85
1986.01,208.2,7.94,14.58,109.6,1986.04,9.19,478.74,18.26,140236.2,33.53,9820.58,11.72,14.88
1986.02,219.4,7.98,14.55,109.3,1986.12,8.7,505.88,18.4,148634.9,33.55,9857.05,12.39,15.73
1986.03,232.3,8.02,14.52,108.8,1986.21,7.78,538.09,18.58,158552.22,33.63,9910.37,13.19,16.73
1986.04,238,8.05,14.58,108.6,1986.29,7.3,552.31,18.67,163200.33,33.84,10000,13.55,17.18
1986.05,238.5,8.07,14.65,108.9,1986.37,7.71,551.94,18.68,163552.72,33.9,10044.06,13.56,17.18
1986.06,245.3,8.1,14.71,109.5,1986.46,7.8,564.57,18.64,167754.48,33.86,10059.8,13.89,17.58
1986.07,240.2,8.14,14.76,109.5,1986.54,7.3,552.83,18.74,164730.8,33.96,10120.25,13.62,17.23
1986.08,245,8.19,14.8,109.7,1986.62,7.17,562.85,18.81,168183.36,34.01,10161.91,13.89,17.55
1986.09,238.3,8.23,14.85,110.2,1986.71,7.45,544.97,18.82,163310.51,33.96,10176.92,13.47,17.01
1986.10,237.4,8.25,14.73,110.3,1986.79,7.43,542.42,18.84,163016.76,33.65,10112.46,13.43,16.94
1986.11,245.1,8.26,14.6,110.4,1986.87,7.25,559.51,18.86,168624.14,33.34,10046.79,13.87,17.49
1986.12,248.6,8.28,14.48,110.5,1986.96,7.11,566.99,18.88,171351.57,33.02,9980.57,14.09,17.74
1987.01,264.5,8.3,14.69,111.2,1987.04,7.08,599.45,18.81,181637,33.29,10085.63,14.92,18.78
1987.02,280.9,8.32,14.89,111.6,1987.12,7.25,634.34,18.79,192682.2,33.63,10216,15.82,19.89
1987.03,292.5,8.34,15.1,112.1,1987.21,7.25,657.59,18.75,200218.87,33.95,10336.09,16.43,20.63
1987.04,289.3,8.4,14.87,112.7,1987.29,8.02,646.93,18.78,197450.77,33.26,10151.21,16.2,20.3
1987.05,289.1,8.46,14.65,113.1,1987.37,8.61,644.2,18.85,197095.9,32.64,9985.49,16.16,20.23
1987.06,301.4,8.52,14.42,113.5,1987.46,8.4,669.24,18.92,205239.68,32.02,9819.36,16.83,21.04
1987.07,310.1,8.57,14.9,113.8,1987.54,8.45,686.74,18.97,211092.16,33,10142.77,17.31,21.61
1987.08,329.4,8.61,15.38,114.4,1987.62,8.76,725.66,18.97,223540.13,33.88,10437.3,18.33,22.85
1987.09,318.7,8.66,15.86,115,1987.71,9.42,698.42,18.98,215637.58,34.76,10731.13,17.68,22.01
1987.10,280.2,8.71,16.41,115.3,1987.79,9.52,612.45,19.04,189584.4,35.86,11100.84,15.53,19.31
1987.11,245,8.76,16.95,115.4,1987.87,8.86,535.05,19.13,166117.79,37.02,11494.88,13.59,16.89
1987.12,241,8.81,17.5,115.4,1987.96,8.99,526.31,19.24,163903.45,38.22,11901.7,13.39,16.62
1988.01,250.5,8.86,17.86,115.7,1988.04,8.67,545.64,19.29,170423.28,38.91,12152.98,13.9,17.24
1988.02,258.1,8.9,18.23,116,1988.12,8.21,560.74,19.34,175643.15,39.6,12403.7,14.3,17.71
1988.03,265.7,8.95,18.59,116.5,1988.21,8.37,574.78,19.36,180544.48,40.21,12632,14.67,18.15
1988.04,262.6,9.04,19.62,117.1,1988.29,8.72,565.16,19.46,178033.19,42.22,13299.4,14.43,17.84
1988.05,256.1,9.14,20.64,117.5,1988.37,9.09,549.29,19.6,173549.79,44.28,13989.22,14.03,17.33
1988.06,270.7,9.23,21.67,118,1988.46,8.92,578.15,19.71,183185.42,46.28,14664.31,14.77,18.21
1988.07,269.1,9.31,22.02,118.5,1988.54,9.06,572.31,19.79,181856.93,46.84,14883.28,14.61,17.99
1988.08,263.7,9.38,22.38,119,1988.62,9.26,558.47,19.87,177985.07,47.39,15103.22,14.24,17.52
1988.09,268,9.46,22.73,119.8,1988.71,8.98,563.78,19.9,180207.97,47.82,15284.06,14.37,17.65
1988.10,277.4,9.55,23.07,120.2,1988.79,8.8,581.61,20.02,186441.32,48.38,15507.63,14.81,18.17
1988.11,271,9.64,23.42,120.3,1988.87,8.96,567.72,20.2,182527.93,49.06,15771.96,14.45,17.69
1988.12,276.5,9.75,23.75,120.5,1988.96,9.11,578.28,20.39,186469.61,49.67,16016.83,14.7,17.98
1989.01,285.4,9.81,24.16,121.1,1989.04,9.09,593.94,20.42,192066.86,50.28,16259.06,15.09,18.43
1989.02,294,9.9,24.56,121.6,1989.12,9.17,609.32,20.51,197593.63,50.9,16506.46,15.47,18.86
1989.03,292.7,10.01,24.96,122.3,1989.21,9.36,603.16,20.63,196151.39,51.43,16726.81,15.3,18.62
1989.04,302.3,10.09,25.05,123.1,1989.29,9.18,618.89,20.65,201827.86,51.28,16722.2,15.69,19.06
1989.05,313.9,10.19,25.13,123.8,1989.37,8.86,639,20.75,208951.43,51.16,16730.29,16.19,19.63
1989.06,323.7,10.37,25.22,124.1,1989.46,8.28,657.36,21.06,215527.88,51.22,16792.13,16.64,20.15
1989.07,331.9,10.42,24.71,124.4,1989.54,8.02,672.39,21.12,221031.67,50.06,16455.84,17.01,20.56
1989.08,346.6,10.55,24.2,124.6,1989.62,8.11,701.04,21.33,231035.13,48.95,16131.13,17.73,21.39
1989.09,347.3,10.73,23.69,125,1989.71,8.19,700.21,21.63,231355.05,47.76,15781.17,17.71,21.33
1989.10,347.4,10.8,23.43,125.6,1989.79,8.01,697.06,21.66,230912.64,47.01,15571.45,17.64,21.21
1989.11,340.2,10.92,23.16,125.9,1989.87,7.87,680.99,21.87,226191.67,46.37,15400.78,17.24,20.7
1989.12,348.6,11.06,22.87,126.1,1989.96,7.84,696.7,22.1,232020.87,45.71,15221.79,17.65,21.15
1990.01,339.97,11.14,22.49,127.4,1990.04,8.21,672.52,22.04,224579.54,44.49,14856.59,17.05,20.41
1990.02,330.45,11.23,22.08,128,1990.12,8.47,650.62,22.11,217882.83,43.47,14558.49,16.51,19.74
1990.03,338.46,11.32,21.67,128.7,1990.21,8.59,662.77,22.17,222569.05,42.43,14250.05,16.83,20.1
1990.04,338.18,11.44,21.53,128.9,1990.29,8.79,661.19,22.36,222665.62,42.1,14178.03,16.81,20.06
1990.05,350.25,11.55,21.4,129.2,1990.37,8.76,683.2,22.54,230709.76,41.74,14094.01,17.39,20.72
1990.06,360.39,11.66,21.26,129.9,1990.46,8.48,699.19,22.62,236746.33,41.25,13966.06,17.82,21.21
1990.07,360.03,11.73,21.42,130.4,1990.54,8.47,695.82,22.66,236242.48,41.4,14055.26,17.75,21.1
1990.08,330.75,11.78,21.58,131.6,1990.62,8.75,633.4,22.57,215689.14,41.33,14072.78,16.17,19.21
1990.09,315.41,11.83,21.74,132.7,1990.71,8.89,599.01,22.47,204618.15,41.29,14103.54,15.3,18.17
1990.10,307.12,11.93,21.61,133.5,1990.79,8.72,579.78,22.51,198687.08,40.79,13978.16,14.82,17.59
1990.11,315.29,12.01,21.47,133.8,1990.87,8.39,593.86,22.63,204161.42,40.45,13904.72,15.19,18.02
1990.12,328.75,12.09,21.34,133.8,1990.96,8.08,619.22,22.77,213529.63,40.19,13860.75,15.85,18.8
1991.01,325.49,12.11,21.18,134.6,1991.04,8.09,609.43,22.67,210807.06,39.66,13719.59,15.61,18.5
1991.02,362.26,12.11,21.03,134.8,1991.12,7.85,677.27,22.65,234926.25,39.31,13635.85,17.35,20.56
1991.03,372.28,12.11,20.94,135,1991.21,8.11,694.97,22.61,241720.05,39.09,13596.27,17.82,21.1
1991.04,379.68,12.13,20.36,135.2,1991.29,8.04,707.74,22.61,246815.52,37.96,13237.41,18.16,21.48
1991.05,377.99,12.14,19.86,135.6,1991.37,8.07,702.51,22.56,245647.79,36.9,12904.45,18.04,21.33
1991.06,378.29,12.15,19.41,136,1991.46,8.28,701,22.51,245775.75,35.97,12610.72,18.02,21.29
1991.07,380.23,12.19,18.84,136.2,1991.54,8.27,703.56,22.56,247332.62,34.86,12255.07,18.1,21.38
1991.08,389.4,12.24,18.33,136.6,1991.62,7.9,718.42,22.58,253217.19,33.82,11919.55,18.51,21.85
1991.09,387.2,12.28,17.82,137.2,1991.71,7.65,711.24,22.56,251348.01,32.73,11567.72,18.36,21.66
1991.10,386.88,12.25,17.2,137.4,1991.79,7.53,709.61,22.47,251436.6,31.55,11180.57,18.35,21.64
1991.11,385.92,12.23,16.59,137.8,1991.87,7.42,705.8,22.36,250744.91,30.33,10776.92,18.29,21.56
1991.12,388.51,12.2,15.97,137.9,1991.96,7.09,710.02,22.3,252904.75,29.19,10395.84,18.44,21.73
1992.01,416.08,12.24,16.05,138.1,1992.04,7.03,759.3,22.34,271122.5,29.28,10456.21,19.77,23.29
1992.02,412.56,12.28,16.12,138.6,1992.12,7.34,750.16,22.33,268523.43,29.32,10494.19,19.58,23.06
1992.03,407.36,12.32,16.19,139.3,1992.21,7.54,736.99,22.29,264471.42,29.29,10511.08,19.28,22.7
